ImageId,Label
267,6.0
268,8.0
269,7.0
270,9.0
271,9.0
272,7.0
273,8.0
274,4.0
275,0.0
276,2.0
277,3.0
278,0.0
279,1.0
280,6.0
281,2.0
282,2.0
283,0.0
284,9.0
285,2.0
286,4.0
287,8.0
288,5.0
289,0.0
290,8.0
291,2.0
292,9.0
293,6.0
294,0.0
295,2.0
296,6.0
297,6.0
298,3.0
299,7.0
300,7.0
301,5.0
302,1.0
303,5.0
304,1.0
305,2.0
306,9.0
307,8.0
308,3.0
309,6.0
310,7.0
311,1.0
312,8.0
313,3.0
314,0.0
315,6.0
316,9.0
317,0.0
318,4.0
319,8.0
320,7.0
321,3.0
322,2.0
323,5.0
324,2.0
325,1.0
326,4.0
327,6.0
328,7.0
329,5.0
330,0.0
331,6.0
332,4.0
333,8.0
334,3.0
335,6.0
336,5.0
337,5.0
338,0.0
339,1.0
340,4.0
341,1.0
342,3.0
343,0.0
344,5.0
345,6.0
346,7.0
347,1.0
348,4.0
349,1.0
350,2.0
351,4.0
352,5.0
353,8.0
354,6.0
355,4.0
356,1.0
357,3.0
358,4.0
359,5.0
360,9.0
361,5.0
362,5.0
363,7.0
364,2.0
365,0.0
366,7.0
367,8.0
368,3.0
369,9.0
370,9.0
371,1.0
372,4.0
373,2.0
374,7.0
375,3.0
376,9.0
377,8.0
378,0.0
379,8.0
380,2.0
381,2.0
382,3.0
383,2.0
384,2.0
385,0.0
386,8.0
387,3.0
388,9.0
389,0.0
390,6.0
391,7.0
392,0.0
393,6.0
394,8.0
395,9.0
396,9.0
397,1.0
398,8.0
399,7.0
400,5.0
401,5.0
402,4.0
403,5.0
404,5.0
405,9.0
406,3.0
407,1.0
408,1.0
409,6.0
410,0.0
411,5.0
412,8.0
413,0.0
414,3.0
415,1.0
416,7.0
417,0.0
418,2.0
419,9.0
420,8.0
421,0.0
422,8.0
423,4.0
424,7.0
425,0.0
426,4.0
427,6.0
428,1.0
429,1.0
430,6.0
431,9.0
432,5.0
433,0.0
434,0.0
435,4.0
436,1.0
437,2.0
438,2.0
439,5.0
440,2.0
441,8.0
442,3.0
443,3.0
444,3.0
445,3.0
446,4.0
447,8.0
448,3.0
449,5.0
450,4.0
451,8.0
452,9.0
453,4.0
454,8.0
455,1.0
456,0.0
457,8.0
458,8.0
459,7.0
460,5.0
461,4.0
462,6.0
463,0.0
464,8.0
465,4.0
466,4.0
467,0.0
468,2.0
469,8.0
470,8.0
471,4.0
472,6.0
473,8.0
474,5.0
475,5.0
476,8.0
477,0.0
478,0.0
479,3.0
480,9.0
481,8.0
482,2.0
483,6.0
484,6.0
485,1.0
486,8.0
487,3.0
488,0.0
489,6.0
490,1.0
491,3.0
492,3.0
493,0.0
494,0.0
495,7.0
496,0.0
497,2.0
498,2.0
499,5.0
500,3.0
501,9.0
502,2.0
503,5.0
504,9.0
505,5.0
506,7.0
507,1.0
508,8.0
509,5.0
510,3.0
511,3.0
512,5.0
513,8.0
514,3.0
515,7.0
516,1.0
517,5.0
518,8.0
519,8.0
520,6.0
521,3.0
522,4.0
523,2.0
524,8.0
525,4.0
526,4.0
527,1.0
528,1.0
529,4.0
530,9.0
531,9.0
532,0.0
533,7.0
534,3.0
535,9.0
536,7.0
537,7.0
538,9.0
539,6.0
540,9.0
541,4.0
542,5.0
543,9.0
544,6.0
545,3.0
546,1.0
547,5.0
548,1.0
549,1.0
550,7.0
551,5.0
552,3.0
553,9.0
554,1.0
555,5.0
556,8.0
557,9.0
558,3.0
559,5.0
560,2.0
561,8.0
562,6.0
563,8.0
564,2.0
565,0.0
566,7.0
567,4.0
568,1.0
569,3.0
570,2.0
571,0.0
572,0.0
573,0.0
574,6.0
575,8.0
576,4.0
577,6.0
578,7.0
579,9.0
580,2.0
581,3.0
582,9.0
583,5.0
584,7.0
585,7.0
586,0.0
587,1.0
588,4.0
589,5.0
590,5.0
591,3.0
592,4.0
593,9.0
594,6.0
595,4.0
596,6.0
597,0.0
598,2.0
599,9.0
600,6.0
601,3.0
602,8.0
603,0.0
604,9.0
605,6.0
606,1.0
607,1.0
608,2.0
609,6.0
610,3.0
611,1.0
612,6.0
613,9.0
614,1.0
615,8.0
616,8.0
617,4.0
618,2.0
619,8.0
620,9.0
621,0.0
622,3.0
623,7.0
624,8.0
625,4.0
626,0.0
627,2.0
628,9.0
629,3.0
630,6.0
631,5.0
632,1.0
633,9.0
634,4.0
635,9.0
636,4.0
637,1.0
638,3.0
639,4.0
640,7.0
641,7.0
642,6.0
643,7.0
644,1.0
645,1.0
646,4.0
647,6.0
648,7.0
649,0.0
650,7.0
651,7.0
652,3.0
653,1.0
654,3.0
655,0.0
656,7.0
657,3.0
658,7.0
659,7.0
660,9.0
661,1.0
662,5.0
663,1.0
664,1.0
665,7.0
666,0.0
667,5.0
668,6.0
669,5.0
670,6.0
671,9.0
672,9.0
673,3.0
674,8.0
675,2.0
676,7.0
677,4.0
678,0.0
679,3.0
680,2.0
681,9.0
682,5.0
683,3.0
684,6.0
685,7.0
686,1.0
687,7.0
688,6.0
689,8.0
690,8.0
691,7.0
692,7.0
693,8.0
694,0.0
695,4.0
696,7.0
697,5.0
698,1.0
699,3.0
700,8.0
701,3.0
702,7.0
703,7.0
704,3.0
705,5.0
706,9.0
707,9.0
708,3.0
709,2.0
710,8.0
711,4.0
712,0.0
713,7.0
714,3.0
715,6.0
716,0.0
717,9.0
718,3.0
719,7.0
720,4.0
721,8.0
722,7.0
723,9.0
724,3.0
725,8.0
726,5.0
727,3.0
728,4.0
729,2.0
730,9.0
731,4.0
732,0.0
733,6.0
734,0.0
735,3.0
736,3.0
737,3.0
738,5.0
739,7.0
740,6.0
741,4.0
742,9.0
743,3.0
744,3.0
745,7.0
746,5.0
747,5.0
748,4.0
749,3.0
750,4.0
751,7.0
752,9.0
753,1.0
754,1.0
755,7.0
756,7.0
757,7.0
758,4.0
759,9.0
760,4.0
761,7.0
762,8.0
763,7.0
764,7.0
765,8.0
766,7.0
767,3.0
768,5.0
769,5.0
770,1.0
771,2.0
772,8.0
773,7.0
774,8.0
775,8.0
776,5.0
777,6.0
778,5.0
779,7.0
780,1.0
781,7.0
782,8.0
783,8.0
784,0.0
785,9.0
786,6.0
787,7.0
788,3.0
789,3.0
790,1.0
791,1.0
792,7.0
793,9.0
794,8.0
795,8.0
796,2.0
797,3.0
798,3.0
799,6.0
800,7.0
801,9.0
802,4.0
803,4.0
804,7.0
805,3.0
806,5.0
807,5.0
808,6.0
809,3.0
810,1.0
811,0.0
812,0.0
813,2.0
814,3.0
815,8.0
816,3.0
817,5.0
818,7.0
819,0.0
820,4.0
821,7.0
822,0.0
823,6.0
824,9.0
825,7.0
826,9.0
827,1.0
828,3.0
829,3.0
830,5.0
831,8.0
832,9.0
833,4.0
834,3.0
835,1.0
836,4.0
837,8.0
838,2.0
839,8.0
840,9.0
841,3.0
842,6.0
843,9.0
844,1.0
845,7.0
846,4.0
847,8.0
848,7.0
849,1.0
850,2.0
851,9.0
852,3.0
853,6.0
854,7.0
855,1.0
856,6.0
857,5.0
858,4.0
859,6.0
860,2.0
861,3.0
862,5.0
863,6.0
864,3.0
865,4.0
866,2.0
867,6.0
868,1.0
869,9.0
870,3.0
871,6.0
872,4.0
873,4.0
874,0.0
875,2.0
876,2.0
877,4.0
878,4.0
879,5.0
880,2.0
881,8.0
882,6.0
883,7.0
884,5.0
885,3.0
886,5.0
887,5.0
888,9.0
889,1.0
890,1.0
891,2.0
892,7.0
893,1.0
894,6.0
895,0.0
896,4.0
897,8.0
898,3.0
899,8.0
900,4.0
901,3.0
902,7.0
903,1.0
904,4.0
905,7.0
906,0.0
907,5.0
908,2.0
909,7.0
910,6.0
911,6.0
912,2.0
913,6.0
914,8.0
915,6.0
916,7.0
917,8.0
918,6.0
919,3.0
920,1.0
921,7.0
922,2.0
923,2.0
924,2.0
925,8.0
926,2.0
927,7.0
928,0.0
929,6.0
930,7.0
931,0.0
932,6.0
933,9.0
934,7.0
935,0.0
936,2.0
937,3.0
938,4.0
939,2.0
940,7.0
941,2.0
942,1.0
943,0.0
944,2.0
945,1.0
946,8.0
947,8.0
948,1.0
949,7.0
950,1.0
951,6.0
952,0.0
953,3.0
954,7.0
955,6.0
956,3.0
957,8.0
958,3.0
959,3.0
960,0.0
961,6.0
962,4.0
963,7.0
964,1.0
965,7.0
966,8.0
967,9.0
968,7.0
969,5.0
970,6.0
971,6.0
972,9.0
973,5.0
974,6.0
975,2.0
976,5.0
977,6.0
978,2.0
979,8.0
980,3.0
981,6.0
982,1.0
983,8.0
984,2.0
985,2.0
986,0.0
987,9.0
988,5.0
989,0.0
990,8.0
991,6.0
992,6.0
993,4.0
994,0.0
995,2.0
996,8.0
997,9.0
998,1.0
999,1.0
1000,1.0
1001,7.0
1002,4.0
1003,8.0
1004,5.0
1005,0.0
1006,5.0
1007,2.0
1008,7.0
1009,1.0
1010,6.0
1011,9.0
1012,1.0
1013,5.0
1014,1.0
1015,0.0
1016,8.0
1017,7.0
1018,2.0
1019,5.0
1020,1.0
1021,9.0
1022,9.0
1023,3.0
1024,3.0
1025,6.0
1026,1.0
1027,6.0
1028,3.0
1029,6.0
1030,0.0
1031,5.0
1032,0.0
1033,3.0
1034,9.0
1035,9.0
1036,0.0
1037,0.0
1038,6.0
1039,6.0
1040,4.0
1041,1.0
1042,0.0
1043,2.0
1044,7.0
1045,0.0
1046,0.0
1047,0.0
1048,8.0
1049,9.0
1050,5.0
1051,6.0
1052,4.0
1053,3.0
1054,3.0
1055,3.0
1056,7.0
1057,6.0
1058,3.0
1059,6.0
1060,8.0
1061,4.0
1062,7.0
1063,4.0
1064,3.0
1065,1.0
1066,6.0
1067,5.0
1068,9.0
1069,4.0
1070,8.0
1071,4.0
1072,5.0
1073,8.0
1074,6.0
1075,2.0
1076,7.0
1077,2.0
1078,3.0
1079,0.0
1080,8.0
1081,2.0
1082,0.0
1083,4.0
1084,8.0
1085,1.0
1086,7.0
1087,3.0
1088,9.0
1089,1.0
1090,3.0
1091,7.0
1092,1.0
1093,9.0
1094,5.0
1095,2.0
1096,4.0
1097,7.0
1098,2.0
1099,3.0
1100,0.0
1101,1.0
1102,2.0
1103,1.0
1104,0.0
1105,1.0
1106,0.0
1107,2.0
1108,3.0
1109,1.0
1110,5.0
1111,9.0
1112,8.0
1113,1.0
1114,7.0
1115,5.0
1116,5.0
1117,7.0
1118,0.0
1119,1.0
1120,3.0
1121,4.0
1122,8.0
1123,0.0
1124,1.0
1125,8.0
1126,1.0
1127,7.0
1128,6.0
1129,4.0
1130,9.0
1131,9.0
1132,6.0
1133,8.0
1134,2.0
1135,7.0
1136,5.0
1137,3.0
1138,0.0
1139,5.0
1140,5.0
1141,6.0
1142,0.0
1143,2.0
1144,1.0
1145,2.0
1146,7.0
1147,9.0
1148,5.0
1149,6.0
1150,9.0
1151,8.0
1152,5.0
1153,2.0
1154,2.0
1155,8.0
1156,9.0
1157,2.0
1158,6.0
1159,0.0
1160,7.0
1161,1.0
1162,5.0
1163,2.0
1164,2.0
1165,3.0
1166,8.0
1167,2.0
1168,6.0
1169,3.0
1170,9.0
1171,0.0
1172,7.0
1173,2.0
1174,1.0
1175,1.0
1176,8.0
1177,9.0
1178,2.0
1179,7.0
1180,2.0
1181,8.0
1182,8.0
1183,4.0
1184,7.0
1185,7.0
1186,4.0
1187,4.0
1188,8.0
1189,3.0
1190,2.0
1191,5.0
1192,6.0
1193,7.0
1194,6.0
1195,8.0
1196,7.0
1197,5.0
1198,8.0
1199,2.0
1200,1.0
1201,3.0
1202,4.0
1203,9.0
1204,5.0
1205,1.0
1206,7.0
1207,8.0
1208,0.0
1209,0.0
1210,2.0
1211,9.0
1212,6.0
1213,7.0
1214,8.0
1215,7.0
1216,4.0
1217,7.0
1218,8.0
1219,4.0
1220,8.0
1221,2.0
1222,4.0
1223,7.0
1224,1.0
1225,7.0
1226,6.0
1227,1.0
1228,7.0
1229,0.0
1230,7.0
1231,2.0
1232,7.0
1233,9.0
1234,6.0
1235,5.0
1236,2.0
1237,5.0
1238,6.0
1239,0.0
1240,8.0
1241,0.0
1242,1.0
1243,3.0
1244,0.0
1245,7.0
1246,4.0
1247,6.0
1248,0.0
1249,4.0
1250,4.0
1251,7.0
1252,1.0
1253,3.0
1254,4.0
1255,5.0
1256,3.0
1257,1.0
1258,7.0
1259,7.0
1260,0.0
1261,1.0
1262,7.0
1263,3.0
1264,4.0
1265,6.0
1266,6.0
1267,1.0
1268,3.0
1269,9.0
1270,7.0
1271,5.0
1272,9.0
1273,3.0
1274,4.0
1275,8.0
1276,2.0
1277,6.0
1278,6.0
1279,9.0
1280,6.0
1281,1.0
1282,8.0
1283,6.0
1284,7.0
1285,0.0
1286,7.0
1287,9.0
1288,3.0
1289,0.0
1290,1.0
1291,5.0
1292,6.0
1293,2.0
1294,0.0
1295,0.0
1296,8.0
1297,1.0
1298,7.0
1299,6.0
1300,0.0
1301,2.0
1302,7.0
1303,9.0
1304,8.0
1305,7.0
1306,7.0
1307,3.0
1308,0.0
1309,0.0
1310,1.0
1311,1.0
1312,8.0
1313,1.0
1314,7.0
1315,0.0
1316,7.0
1317,4.0
1318,3.0
1319,7.0
1320,6.0
1321,6.0
1322,3.0
1323,7.0
1324,9.0
1325,8.0
1326,4.0
1327,6.0
1328,6.0
1329,7.0
1330,0.0
1331,2.0
1332,1.0
1333,4.0
1334,7.0
1335,2.0
1336,4.0
1337,5.0
1338,0.0
1339,8.0
1340,4.0
1341,4.0
1342,3.0
1343,7.0
1344,9.0
1345,3.0
1346,0.0
1347,6.0
1348,3.0
1349,9.0
1350,1.0
1351,0.0
1352,2.0
1353,1.0
1354,6.0
1355,1.0
1356,7.0
1357,3.0
1358,8.0
1359,2.0
1360,2.0
1361,3.0
1362,2.0
1363,6.0
1364,8.0
1365,1.0
1366,3.0
1367,8.0
1368,2.0
1369,2.0
1370,7.0
1371,0.0
1372,6.0
1373,4.0
1374,3.0
1375,1.0
1376,3.0
1377,3.0
1378,8.0
1379,1.0
1380,7.0
1381,9.0
1382,8.0
1383,4.0
1384,0.0
1385,3.0
1386,2.0
1387,4.0
1388,2.0
1389,5.0
1390,2.0
1391,2.0
1392,3.0
1393,5.0
1394,5.0
1395,8.0
1396,7.0
1397,1.0
1398,0.0
1399,6.0
1400,2.0
1401,8.0
1402,1.0
1403,7.0
1404,4.0
1405,4.0
1406,1.0
1407,2.0
1408,2.0
1409,2.0
1410,8.0
1411,8.0
1412,0.0
1413,3.0
1414,1.0
1415,5.0
1416,1.0
1417,7.0
1418,3.0
1419,5.0
1420,5.0
1421,4.0
1422,9.0
1423,7.0
1424,0.0
1425,5.0
1426,9.0
1427,8.0
1428,6.0
1429,4.0
1430,8.0
1431,8.0
1432,7.0
1433,0.0
1434,1.0
1435,4.0
1436,3.0
1437,7.0
1438,1.0
1439,6.0
1440,1.0
1441,9.0
1442,9.0
1443,6.0
1444,1.0
1445,3.0
1446,7.0
1447,4.0
1448,4.0
1449,9.0
1450,2.0
1451,2.0
1452,1.0
1453,0.0
1454,6.0
1455,2.0
1456,1.0
1457,4.0
1458,3.0
1459,2.0
1460,8.0
1461,8.0
1462,4.0
1463,2.0
1464,7.0
1465,4.0
1466,4.0
1467,8.0
1468,4.0
1469,6.0
1470,1.0
1471,3.0
1472,2.0
1473,3.0
1474,5.0
1475,5.0
1476,9.0
1477,4.0
1478,8.0
1479,4.0
1480,7.0
1481,8.0
1482,5.0
1483,0.0
1484,0.0
1485,0.0
1486,6.0
1487,1.0
1488,9.0
1489,3.0
1490,7.0
1491,1.0
1492,9.0
1493,3.0
1494,6.0
1495,3.0
1496,0.0
1497,6.0
1498,1.0
1499,7.0
1500,1.0
1501,9.0
1502,6.0
1503,4.0
1504,1.0
1505,4.0
1506,2.0
1507,1.0
1508,3.0
1509,4.0
1510,1.0
1511,3.0
1512,5.0
1513,5.0
1514,3.0
1515,7.0
1516,7.0
1517,1.0
1518,3.0
1519,7.0
1520,9.0
1521,4.0
1522,8.0
1523,2.0
1524,4.0
1525,7.0
1526,1.0
1527,8.0
1528,2.0
1529,1.0
1530,5.0
1531,7.0
1532,2.0
1533,5.0
1534,6.0
1535,1.0
1536,7.0
1537,3.0
1538,5.0
1539,8.0
1540,6.0
1541,3.0
1542,0.0
1543,4.0
1544,7.0
1545,7.0
1546,0.0
1547,1.0
1548,0.0
1549,7.0
1550,0.0
1551,9.0
1552,1.0
1553,7.0
1554,1.0
1555,4.0
1556,5.0
1557,6.0
1558,2.0
1559,2.0
1560,8.0
1561,4.0
1562,4.0
1563,8.0
1564,5.0
1565,2.0
1566,4.0
1567,9.0
1568,6.0
1569,8.0
1570,5.0
1571,7.0
1572,4.0
1573,1.0
1574,9.0
1575,3.0
1576,8.0
1577,3.0
1578,1.0
1579,1.0
1580,1.0
1581,1.0
1582,0.0
1583,2.0
1584,5.0
1585,6.0
1586,4.0
1587,9.0
1588,2.0
1589,4.0
1590,2.0
1591,4.0
1592,2.0
1593,0.0
1594,9.0
1595,9.0
1596,9.0
1597,2.0
1598,1.0
1599,0.0
1600,7.0
1601,3.0
1602,3.0
1603,1.0
1604,6.0
1605,7.0
1606,4.0
1607,5.0
1608,8.0
1609,8.0
1610,3.0
1611,9.0
1612,0.0
1613,9.0
1614,8.0
1615,8.0
1616,6.0
1617,2.0
1618,8.0
1619,3.0
1620,6.0
1621,7.0
1622,0.0
1623,4.0
1624,2.0
1625,0.0
1626,1.0
1627,4.0
1628,3.0
1629,4.0
1630,6.0
1631,7.0
1632,9.0
1633,6.0
1634,3.0
1635,7.0
1636,2.0
1637,3.0
1638,1.0
1639,2.0
1640,1.0
1641,5.0
1642,9.0
1643,2.0
1644,7.0
1645,9.0
1646,3.0
1647,1.0
1648,8.0
1649,3.0
1650,8.0
1651,1.0
1652,3.0
1653,5.0
1654,1.0
1655,8.0
1656,4.0
1657,7.0
1658,8.0
1659,5.0
1660,2.0
1661,7.0
1662,2.0
1663,8.0
1664,1.0
1665,4.0
1666,2.0
1667,5.0
1668,2.0
1669,0.0
1670,0.0
1671,2.0
1672,5.0
1673,8.0
1674,0.0
1675,3.0
1676,3.0
1677,7.0
1678,2.0
1679,8.0
1680,6.0
1681,8.0
1682,6.0
1683,1.0
1684,5.0
1685,7.0
1686,7.0
1687,0.0
1688,1.0
1689,1.0
1690,7.0
1691,3.0
1692,7.0
1693,2.0
1694,9.0
1695,6.0
1696,2.0
1697,4.0
1698,7.0
1699,7.0
1700,0.0
1701,1.0
1702,8.0
1703,8.0
1704,7.0
1705,9.0
1706,3.0
1707,5.0
1708,5.0
1709,2.0
1710,5.0
1711,3.0
1712,2.0
1713,2.0
1714,3.0
1715,5.0
1716,3.0
1717,1.0
1718,0.0
1719,3.0
1720,5.0
1721,4.0
1722,8.0
1723,4.0
1724,4.0
1725,5.0
1726,1.0
1727,4.0
1728,5.0
1729,0.0
1730,1.0
1731,3.0
1732,8.0
1733,3.0
1734,6.0
1735,5.0
1736,4.0
1737,4.0
1738,0.0
1739,7.0
1740,8.0
1741,9.0
1742,6.0
1743,5.0
1744,5.0
1745,3.0
1746,3.0
1747,0.0
1748,9.0
1749,1.0
1750,2.0
1751,6.0
1752,5.0
1753,4.0
1754,4.0
1755,6.0
1756,4.0
1757,5.0
1758,1.0
1759,7.0
1760,1.0
1761,6.0
1762,2.0
1763,6.0
1764,5.0
1765,2.0
1766,1.0
1767,8.0
1768,1.0
1769,8.0
1770,1.0
1771,2.0
1772,7.0
1773,2.0
1774,1.0
1775,0.0
1776,7.0
1777,8.0
1778,8.0
1779,8.0
1780,0.0
1781,9.0
1782,4.0
1783,2.0
1784,2.0
1785,7.0
1786,3.0
1787,0.0
1788,4.0
1789,7.0
1790,7.0
1791,1.0
1792,5.0
1793,2.0
1794,8.0
1795,7.0
1796,6.0
1797,3.0
1798,8.0
1799,7.0
1800,4.0
1801,3.0
1802,3.0
1803,5.0
1804,7.0
1805,4.0
1806,0.0
1807,9.0
1808,3.0
1809,8.0
1810,8.0
1811,4.0
1812,4.0
1813,6.0
1814,6.0
1815,5.0
1816,9.0
1817,1.0
1818,1.0
1819,8.0
1820,8.0
1821,3.0
1822,0.0
1823,7.0
1824,7.0
1825,2.0
1826,5.0
1827,9.0
1828,8.0
1829,6.0
1830,5.0
1831,5.0
1832,0.0
1833,9.0
1834,2.0
1835,6.0
1836,9.0
1837,2.0
1838,2.0
1839,8.0
1840,4.0
1841,5.0
1842,4.0
1843,8.0
1844,9.0
1845,7.0
1846,7.0
1847,2.0
1848,4.0
1849,8.0
1850,7.0
1851,8.0
1852,6.0
1853,1.0
1854,7.0
1855,1.0
1856,1.0
1857,3.0
1858,0.0
1859,6.0
1860,2.0
1861,8.0
1862,4.0
1863,0.0
1864,6.0
1865,2.0
1866,6.0
1867,8.0
1868,0.0
1869,9.0
1870,1.0
1871,2.0
1872,9.0
1873,1.0
1874,5.0
1875,2.0
1876,9.0
1877,6.0
1878,1.0
1879,7.0
1880,2.0
1881,3.0
1882,6.0
1883,6.0
1884,2.0
1885,8.0
1886,5.0
1887,6.0
1888,7.0
1889,2.0
1890,8.0
1891,4.0
1892,1.0
1893,5.0
1894,1.0
1895,1.0
1896,1.0
1897,3.0
1898,8.0
1899,1.0
1900,5.0
1901,7.0
1902,4.0
1903,1.0
1904,5.0
1905,6.0
1906,2.0
1907,6.0
1908,6.0
1909,8.0
1910,2.0
1911,8.0
1912,9.0
1913,6.0
1914,5.0
1915,8.0
1916,0.0
1917,8.0
1918,8.0
1919,7.0
1920,7.0
1921,2.0
1922,5.0
1923,7.0
1924,5.0
1925,7.0
1926,2.0
1927,5.0
1928,0.0
1929,4.0
1930,6.0
1931,1.0
1932,1.0
1933,5.0
1934,1.0
1935,1.0
1936,4.0
1937,7.0
1938,1.0
1939,0.0
1940,8.0
1941,9.0
1942,5.0
1943,9.0
1944,8.0
1945,1.0
1946,1.0
1947,2.0
1948,8.0
1949,5.0
1950,2.0
1951,4.0
1952,8.0
1953,1.0
1954,0.0
1955,6.0
1956,1.0
1957,3.0
1958,1.0
1959,8.0
1960,9.0
1961,2.0
1962,5.0
1963,3.0
1964,6.0
1965,9.0
1966,1.0
1967,4.0
1968,5.0
1969,7.0
1970,2.0
1971,7.0
1972,1.0
1973,0.0
1974,6.0
1975,6.0
1976,8.0
1977,9.0
1978,2.0
1979,7.0
1980,3.0
1981,5.0
1982,1.0
1983,7.0
1984,9.0
1985,5.0
1986,1.0
1987,3.0
1988,1.0
1989,5.0
1990,4.0
1991,0.0
1992,0.0
1993,2.0
1994,7.0
1995,8.0
1996,2.0
1997,3.0
1998,6.0
1999,5.0
2000,8.0
2001,9.0
2002,0.0
2003,2.0
2004,2.0
2005,4.0
2006,4.0
2007,9.0
2008,5.0
2009,7.0
2010,8.0
2011,9.0
2012,6.0
2013,6.0
2014,3.0
2015,2.0
2016,2.0
2017,7.0
2018,1.0
2019,6.0
2020,1.0
2021,9.0
2022,9.0
2023,3.0
2024,1.0
2025,6.0
2026,9.0
2027,4.0
2028,8.0
2029,4.0
2030,7.0
2031,4.0
2032,4.0
2033,5.0
2034,3.0
2035,6.0
2036,9.0
2037,6.0
2038,6.0
2039,6.0
2040,5.0
2041,9.0
2042,5.0
2043,7.0
2044,6.0
2045,2.0
2046,6.0
2047,9.0
2048,0.0
2049,5.0
2050,8.0
2051,4.0
2052,9.0
2053,3.0
2054,3.0
2055,2.0
2056,2.0
2057,8.0
2058,6.0
2059,1.0
2060,0.0
2061,5.0
2062,9.0
2063,7.0
2064,1.0
2065,0.0
2066,6.0
2067,1.0
2068,1.0
2069,6.0
2070,9.0
2071,0.0
2072,9.0
2073,2.0
2074,7.0
2075,1.0
2076,6.0
2077,6.0
2078,6.0
2079,9.0
2080,3.0
2081,7.0
2082,2.0
2083,5.0
2084,7.0
2085,1.0
2086,3.0
2087,1.0
2088,4.0
2089,6.0
2090,7.0
2091,2.0
2092,1.0
2093,8.0
2094,7.0
2095,2.0
2096,3.0
2097,1.0
2098,3.0
2099,7.0
2100,2.0
2101,9.0
2102,9.0
2103,2.0
2104,9.0
2105,4.0
2106,8.0
2107,2.0
2108,1.0
2109,6.0
2110,0.0
2111,4.0
2112,1.0
2113,3.0
2114,9.0
2115,0.0
2116,3.0
2117,3.0
2118,7.0
2119,6.0
2120,9.0
2121,4.0
2122,8.0
2123,3.0
2124,3.0
2125,5.0
2126,3.0
2127,6.0
2128,3.0
2129,4.0
2130,6.0
2131,0.0
2132,8.0
2133,5.0
2134,5.0
2135,7.0
2136,8.0
2137,1.0
2138,6.0
2139,9.0
2140,7.0
